PROD_ID,DATE_EXTRACTION,COMPETITOR,COMPETITOR_PRICE,PAY_TYPE
P6,2015-01-15 20:10:14,C2,1894.99,2
P6,2015-01-15 20:10:14,C3,1894.99,2
P6,2015-01-15 20:10:14,C4,1799.0,2
P6,2015-01-18 08:11:42,C2,1896.9,1
P6,2015-01-18 08:11:42,C3,1896.9,1
P6,2015-01-14 08:39:50,C2,1898.99,1
P6,2015-01-20 20:10:05,C1,1897.77,1
P6,2015-01-20 20:10:05,C2,1995.0,1
P6,2015-01-20 20:10:05,C3,1948.9,1
P6,2015-01-20 20:10:05,C6,2369.9,1
P6,2015-01-22 20:10:13,C2,1938.0,1
P6,2015-01-22 20:10:13,C3,1938.0,1
P6,2015-01-22 20:10:13,C4,2199.0,1
P6,2015-01-20 20:10:13,C4,2199.0,2
P6,2015-01-20 20:10:13,C2,1949.0,2
P6,2015-01-20 20:10:13,C3,1949.0,2
P6,2015-01-20 20:10:13,C1,1949.0,2
P6,2015-01-20 20:10:13,C6,2158.0,2
P6,2015-01-13 20:10:15,C3,1899.0,1
P6,2015-01-13 20:10:15,C2,1899.0,1
P6,2015-01-13 20:10:15,C4,1799.0,1
P6,2015-01-13 20:10:15,C1,1899.0,1
P6,2015-01-16 20:10:13,C2,1895.0,1
P6,2015-01-21 08:10:23,C1,1948.0,1
P6,2015-01-21 08:10:23,C2,1994.99,1
P6,2015-01-21 08:10:23,C3,1948.9,1
P6,2015-01-21 08:10:23,C6,2369.9,1
P6,2015-01-28 08:10:21,C6,2199.9,1
P6,2015-03-24 20:10:17,C1,1797.99,1
P6,2015-03-24 20:10:17,C2,1797.99,1
P6,2015-03-24 20:10:17,C6,1989.0,1
P6,2015-03-24 20:10:17,C3,1748.65,1
P6,2015-03-24 20:10:17,C3,1748.65,2
P6,2015-03-13 20:10:14,C1,1798.97,2
P6,2015-03-13 20:10:14,C6,1989.0,2
P6,2015-03-13 20:10:14,C2,1798.99,2
P6,2015-03-13 20:10:14,C3,1798.97,2
P6,2015-03-13 20:10:14,C1,1798.97,1
P6,2015-03-13 20:10:14,C6,1989.0,1
P6,2015-03-13 20:10:14,C2,1798.99,1
P6,2015-03-13 20:10:14,C3,1798.97,1
P6,2015-03-16 20:10:14,C2,1599.0,1
P6,2015-03-16 20:10:14,C1,1798.9,1
P6,2015-03-16 20:10:14,C6,1989.0,1
P6,2015-03-16 20:10:14,C3,1599.0,1
P6,2015-03-16 20:10:05,C4,1599.0,2
P6,2015-03-16 20:10:05,C2,1439.1,2
P6,2015-03-16 20:10:05,C1,1858.0,2
P6,2015-03-16 20:10:05,C6,2379.87,2
P6,2015-03-16 20:10:05,C3,1439.1,2
P6,2015-03-16 20:10:14,C1,1798.9,2
P6,2015-03-16 20:10:14,C2,1599.0,2
P6,2015-03-16 20:10:14,C6,1989.0,2
P6,2015-03-16 20:10:14,C3,1599.0,2
P6,2015-02-03 08:10:22,C1,1979.1,2
P6,2015-02-03 08:10:22,C2,1668.3,2
P6,2015-02-03 08:10:22,C3,1668.3,2
P6,2015-02-03 08:10:22,C6,1999.0,2
P6,2015-02-04 08:11:34,C4,2199.0,2
P6,2015-02-04 08:11:34,C6,1999.9,2
P6,2015-02-04 08:11:34,C1,1890.95,2
P6,2015-02-04 08:11:34,C2,1890.95,2
P6,2015-02-04 08:11:34,C3,1890.95,2
P6,2015-02-04 08:10:22,C1,1891.0,2
P6,2015-02-04 08:10:22,C2,1668.24,2
P6,2015-02-04 08:10:22,C3,1668.22,2
P6,2015-02-04 08:10:22,C6,1999.0,2
P6,2015-02-04 08:11:34,C4,2199.0,1
P6,2015-02-04 08:11:34,C6,1999.9,1
P6,2015-02-04 08:11:34,C1,1890.95,1
P6,2015-02-04 08:11:34,C2,1890.95,1
P6,2015-02-04 08:11:34,C3,1890.95,1
P6,2015-02-08 20:10:05,C1,1887.0,1
P6,2015-02-08 20:10:05,C3,1859.0,1
P6,2015-02-08 20:10:05,C6,1999.0,1
P6,2015-02-08 20:10:05,C2,2199.0,1
P6,2015-02-07 20:11:27,C4,2199.0,1
P6,2015-02-07 20:11:27,C3,1887.96,1
P6,2015-02-07 20:11:27,C1,1887.96,1
P6,2015-02-08 20:10:05,C2,1869.15,2
P6,2015-02-08 20:10:05,C3,1859.0,2
P6,2015-02-08 20:10:05,C6,1999.0,2
P6,2015-02-08 20:10:05,C1,1887.0,2
P6,2015-02-23 20:10:06,C6,2099.0,1
P6,2015-02-23 20:10:06,C2,2199.0,1
P6,2015-02-23 20:10:06,C4,2199.0,1
P6,2015-02-23 20:10:06,C1,1989.0,1
P6,2015-02-23 20:10:06,C3,1999.0,1
P6,2015-02-17 08:10:23,C1,1885.9,1
P6,2015-02-18 20:10:15,C6,1998.0,2
P6,2015-02-18 08:10:23,C1,1885.9,2
P6,2015-02-17 08:10:23,C1,1885.9,2
P6,2015-02-17 20:10:04,C3,1859.0,1
P6,2015-02-18 08:10:23,C1,1885.9,1
P6,2015-02-17 20:10:12,C2,1994.0,2
P6,2015-02-18 20:10:05,C3,1359.15,2
P6,2015-02-17 20:10:04,C1,1885.9,2
P6,2015-02-18 20:10:05,C3,1599.0,1
P6,2015-02-17 08:11:34,C4,2199.0,2
P6,2015-02-17 08:10:23,C6,1999.0,2
P6,2015-02-17 08:10:23,C6,1999.0,1
P6,2015-02-18 08:10:23,C6,1999.0,2
P6,2015-02-17 20:10:04,C2,1869.15,2
P6,2015-02-17 20:10:04,C2,2199.0,1
P6,2015-02-17 20:10:04,C3,1859.0,2
P6,2015-02-18 08:10:23,C6,1999.0,1
P6,2015-02-17 20:10:12,C3,1994.0,2
P6,2015-02-17 20:10:04,C1,1885.9,1
P6,2015-02-18 08:11:55,C6,1998.0,2
P6,2015-02-18 08:11:55,C6,1998.0,1
P6,2015-01-16 20:10:13,C2,1895.0,2
P6,2015-01-14 08:38:27,C1,1899.0,2
P6,2015-01-14 08:38:27,C2,1757.36,2
P6,2015-01-14 08:38:27,C3,1797.3,2
P6,2015-01-14 08:38:27,C6,2799.9,2
P6,2015-01-19 08:10:22,C1,1940.0,2
P6,2015-01-19 08:10:22,C2,1756.39,2
P6,2015-01-19 08:10:22,C3,1979.0,2
P6,2015-01-19 08:10:22,C6,2369.9,2
P6,2015-01-13 20:10:05,C3,1875.6,2
P6,2015-01-13 20:10:05,C1,1899.0,2
P6,2015-01-13 20:10:05,C2,1757.36,2
P6,2015-01-13 20:10:05,C6,2799.9,2
P6,2015-01-14 20:10:14,C2,1898.98,1
P6,2015-02-13 20:10:05,C1,1885.9,2
P6,2015-02-13 20:10:05,C3,1859.0,2
P6,2015-02-16 20:10:13,C2,1994.0,1
P6,2015-02-16 20:10:13,C6,1998.0,1
P6,2015-02-16 20:10:13,C4,2199.0,1
P6,2015-02-16 20:10:13,C3,1994.0,1
P6,2015-02-14 08:11:40,C2,1886.0,2
P6,2015-02-14 08:11:40,C6,1998.0,2
P6,2015-02-14 08:11:40,C4,2199.0,2
P6,2015-02-14 08:11:40,C3,1886.0,2
P6,2015-02-14 08:11:40,C1,1886.0,2
P6,2015-02-16 20:10:13,C1,1994.0,1
P6,2015-02-16 20:10:04,C3,1859.0,1
P6,2015-06-18 20:10:22,C1,1829.9,1
P6,2015-06-18 20:10:22,C6,1999.0,1
P6,2015-06-18 20:10:22,C3,1829.9,1
P6,2015-06-18 20:10:22,C2,1829.9,1
P6,2015-06-18 20:10:22,C4,1699.0,1
P6,2015-02-11 08:11:28,C6,1998.0,1
P6,2015-02-12 08:11:35,C6,2199.0,2
P6,2015-02-12 08:11:35,C2,1885.0,2
P6,2015-02-12 08:11:35,C4,2199.0,2
P6,2015-02-12 08:11:35,C3,1885.0,2
P6,2015-02-12 08:11:35,C1,1885.0,2
P6,2015-02-11 08:11:28,C4,2199.0,1
P6,2015-02-11 08:11:28,C2,1885.0,1
P6,2015-02-11 08:11:28,C3,1885.0,1
P6,2015-02-11 08:11:28,C1,1885.0,1
P6,2015-02-12 08:10:24,C6,1999.0,1
P6,2015-02-12 08:10:24,C2,2199.0,1
P6,2015-02-12 08:10:24,C1,1884.99,1
P6,2015-02-12 08:10:24,C3,1859.0,1
P6,2015-02-07 20:10:22,C6,1999.0,2
P6,2015-02-07 20:10:22,C2,1869.15,2
P6,2015-02-07 20:10:22,C1,1887.0,2
P6,2015-02-07 20:10:22,C3,1859.0,2
P6,2015-02-08 20:10:14,C6,1999.9,1
P6,2015-02-08 20:10:14,C2,1887.96,1
P6,2015-02-08 20:10:14,C4,2199.0,1
P6,2015-02-08 20:10:14,C3,1887.96,1
P6,2015-02-08 20:10:14,C1,1887.96,1
P6,2015-02-06 20:10:05,C2,1869.15,2
P6,2015-02-06 20:10:05,C1,1888.0,2
P6,2015-02-07 20:11:27,C2,1887.96,1
P6,2015-02-07 20:11:27,C6,1999.9,1
P6,2015-02-06 20:10:05,C6,1999.0,2
P6,2015-02-06 20:10:05,C3,1859.0,2
P6,2015-02-08 08:10:22,C2,1869.15,2
P6,2015-02-08 08:10:22,C3,1859.0,2
P6,2015-02-08 08:10:22,C6,1999.0,2
P6,2015-02-08 08:10:22,C1,1887.0,2
P6,2015-01-08 20:10:13,C2,2028.9,1
P6,2015-01-08 20:10:13,C6,2399.0,1
P6,2015-01-08 20:10:13,C4,2199.0,1
P6,2015-01-08 20:10:13,C3,2028.9,1
P6,2015-01-08 20:10:13,C1,2028.9,1
P6,2015-03-20 08:12:50,C2,1799.0,1
P6,2015-01-24 08:11:29,C2,1936.0,2
P6,2015-01-24 08:11:29,C3,1936.0,2
P6,2015-01-24 08:11:29,C4,1799.0,2
P6,2015-01-24 08:11:29,C1,1936.0,2
P6,2015-01-24 08:11:29,C6,1999.9,2
P6,2015-01-21 08:11:36,C2,1948.99,2
P6,2015-01-21 08:11:36,C3,1948.99,2
P6,2015-01-21 08:11:36,C4,2199.0,2
P6,2015-01-21 08:11:36,C1,1948.99,2
P6,2015-01-21 08:11:36,C6,1999.9,2
P6,2015-01-18 08:10:30,C1,1940.0,2
P6,2015-01-18 08:10:30,C2,1756.66,2
P6,2015-01-18 08:10:30,C3,1979.0,2
P6,2015-01-18 08:10:30,C6,2369.9,2
P6,2015-01-23 08:11:27,C2,1936.0,1
P6,2015-01-23 08:11:27,C3,1936.0,1
P6,2015-01-23 08:11:27,C4,2199.0,1
P6,2015-01-23 08:11:27,C1,1936.0,1
P6,2015-01-23 08:11:27,C6,1999.9,1
P6,2015-01-12 08:11:24,C2,1896.74,2
P6,2015-01-12 08:11:24,C3,1896.74,2
P6,2015-01-12 08:11:24,C4,1979.1,2
P6,2015-01-12 08:11:24,C1,1896.74,2
P6,2015-01-12 08:11:24,C6,2399.0,2
P6,2015-01-28 08:10:21,C1,1928.0,2
P6,2015-01-28 08:10:21,C2,1669.36,2
P6,2015-01-28 08:10:21,C3,1896.89,2
P6,2015-01-28 08:10:21,C6,2199.9,2
P6,2015-01-20 08:10:23,C1,1998.0,1
P6,2015-01-20 08:10:23,C2,1995.9,1
P6,2015-01-20 08:10:23,C3,1979.0,1
P6,2015-01-20 08:10:23,C6,2369.9,1
P6,2015-01-14 20:10:05,C1,1897.8,1
P6,2015-01-14 20:10:05,C2,1796.85,1
P6,2015-01-14 20:10:05,C3,1796.85,1
P6,2015-01-14 20:10:05,C6,2799.9,1
P6,2015-01-28 20:10:05,C3,1896.7,1
P6,2015-01-28 20:10:05,C6,2199.9,1
P6,2015-02-17 20:10:12,C1,1994.0,2
P6,2015-02-17 20:10:04,C6,1999.0,1
P6,2015-02-18 20:10:05,C2,1359.15,2
P6,2015-02-18 20:10:05,C2,1599.0,1
P6,2015-02-17 20:10:04,C6,1999.0,2
P6,2015-02-18 08:10:23,C4,1599.0,2
P6,2015-02-18 08:10:23,C4,1599.0,1
P6,2015-02-19 08:10:22,C2,1859.0,1
P6,2015-02-17 08:10:23,C4,2155.02,2
P6,2015-02-17 08:10:23,C4,2199.0,1
P6,2015-02-18 08:11:55,C4,2199.0,1
P6,2015-02-17 20:10:12,C6,1998.0,2
P6,2015-02-18 20:10:05,C1,1999.0,2
P6,2015-02-18 20:10:05,C1,1999.0,1
P6,2015-02-18 08:11:55,C4,2199.0,2
P6,2015-02-18 20:10:05,C6,2099.0,1
P6,2015-02-18 20:10:05,C6,2099.0,2
P6,2015-02-19 08:10:22,C3,1859.0,1
P6,2015-02-23 08:10:22,C6,2099.0,2
P6,2015-02-23 08:10:22,C2,1359.15,2
P6,2015-02-23 08:10:22,C4,1869.15,2
P6,2015-02-23 08:10:22,C1,1989.0,2
P6,2015-02-23 08:10:22,C3,1359.15,2
P6,2015-02-23 08:10:22,C6,2099.0,1
P6,2015-02-23 08:10:22,C2,1599.0,1
P6,2015-02-23 08:10:22,C4,2199.0,1
P6,2015-02-23 08:10:22,C1,1989.0,1
P6,2015-02-23 08:10:22,C3,1599.0,1
P6,2015-02-23 08:11:24,C3,1899.0,2
P6,2015-02-23 08:11:24,C1,1989.0,2
P6,2015-02-23 08:11:24,C6,1998.0,2
P6,2015-02-23 08:11:24,C2,1799.0,2
P6,2015-02-23 08:11:24,C3,1899.0,1
P6,2015-02-23 08:11:24,C1,1989.0,1
P6,2015-02-23 08:11:24,C2,1799.0,1
P6,2015-02-23 08:11:24,C6,1998.0,1
P6,2015-02-28 08:11:39,C2,1883.0,2
P6,2015-02-28 08:11:39,C3,1883.0,2
P6,2015-02-28 08:11:39,C1,1883.0,2
P6,2015-02-28 08:10:23,C6,1999.0,2
P6,2015-02-28 08:10:23,C2,1859.0,2
P6,2015-02-28 08:10:23,C4,1869.15,2
P6,2015-02-28 08:10:23,C1,1882.79,2
P6,2015-02-28 08:10:23,C3,1859.0,2
P6,2015-02-28 08:10:23,C6,1999.0,1
P6,2015-02-28 08:10:23,C2,1859.0,1
P6,2015-02-28 08:10:23,C4,2199.0,1
P6,2015-02-28 08:10:23,C1,1882.79,1
P6,2015-02-28 08:10:23,C3,1859.0,1
P6,2015-02-28 08:11:39,C6,1994.9,2
P6,2015-03-05 20:11:17,C3,1829.9,1
P6,2015-03-05 20:11:17,C2,1829.9,1
P6,2015-03-05 20:11:17,C6,1989.0,1
P6,2015-03-05 20:11:17,C1,1829.9,1
P6,2015-03-09 08:14:40,C6,1989.0,2
P6,2015-03-09 08:14:40,C2,1499.0,2
P6,2015-03-09 08:14:40,C3,1877.0,2
P6,2015-01-26 20:10:16,C2,1894.9,1
P6,2015-01-26 20:10:16,C3,1799.0,1
P6,2015-01-26 20:10:16,C4,1799.0,1
P6,2015-01-26 20:10:16,C1,1799.0,1
P6,2015-01-26 20:10:16,C6,1999.9,1
P6,2015-01-24 08:10:23,C1,1947.94,1
P6,2015-01-24 08:10:23,C2,1937.79,1
P6,2015-01-24 08:10:23,C3,1898.0,1
P6,2015-01-24 08:10:23,C6,2369.9,1
P6,2015-01-26 20:10:16,C2,1667.51,2
P6,2015-01-24 20:10:14,C6,1999.9,2
P6,2015-01-25 08:10:22,C1,2199.0,1
P6,2015-01-25 08:10:22,C2,1897.0,1
P6,2015-01-25 08:10:22,C3,1897.0,1
P6,2015-01-25 08:10:22,C6,2369.9,1
P6,2015-03-09 08:14:40,C1,1877.0,2
P6,2015-02-16 08:11:27,C2,1886.0,2
P6,2015-02-16 08:11:27,C6,1998.0,2
P6,2015-02-16 08:11:27,C4,2199.0,2
P6,2015-02-16 08:11:27,C3,1886.0,2
P6,2015-02-16 08:11:27,C1,1886.0,2
P6,2015-02-16 20:10:04,C6,1999.0,1
P6,2015-02-16 20:10:04,C2,2199.0,1
P6,2015-02-16 20:10:04,C4,2199.0,1
P6,2015-02-16 20:10:04,C1,1885.9,1
P6,2015-02-14 08:11:40,C2,1886.0,2
P6,2015-02-16 20:10:13,C6,1998.0,2
P6,2015-02-16 20:10:13,C2,1994.0,2
P6,2015-02-16 20:10:13,C4,2199.0,2
P6,2015-02-16 20:10:13,C3,1994.0,2
P6,2015-02-16 20:10:13,C1,1994.0,2
P6,2015-02-14 08:11:40,C6,1998.0,2
P6,2015-02-14 08:11:40,C4,2199.0,2
P6,2015-02-15 22:54:05,C6,1998.0,1
P6,2015-02-15 22:54:05,C2,1886.0,1
P6,2015-02-15 22:54:05,C4,2199.0,1
P6,2015-02-15 22:54:05,C3,1665.56,1
P6,2015-02-15 22:54:05,C1,1886.0,1
P6,2015-06-16 20:10:08,C2,1799.9,1
P6,2015-06-16 20:10:08,C1,1797.77,1
P6,2015-03-13 08:12:43,C3,1798.99,1
P6,2015-03-13 08:12:43,C6,1989.0,1
P6,2015-03-13 08:12:43,C2,1798.99,1
P6,2015-03-05 20:11:17,C1,1829.9,2
P6,2015-03-05 20:11:17,C6,1989.0,2
P6,2015-03-05 20:11:17,C2,1829.9,2
P6,2015-03-05 20:11:17,C3,1829.9,2
P6,2015-03-05 20:11:17,C6,1989.0,1
P6,2015-03-05 20:11:17,C2,1829.9,1
P6,2015-03-05 20:11:17,C3,1829.9,1
P6,2015-03-05 20:10:19,C4,2199.0,1
P6,2015-03-05 20:10:19,C6,2379.87,1
P6,2015-03-05 20:10:19,C1,2199.0,1
P6,2015-03-05 20:11:17,C1,1829.9,2
P6,2015-03-05 20:11:17,C6,1989.0,2
P6,2015-03-05 20:11:17,C2,1829.9,2
P6,2015-03-05 20:11:17,C3,1829.9,2
P6,2015-02-27 20:10:10,C4,1869.15,2
P6,2015-03-05 20:11:17,C1,1829.9,1
P6,2015-02-27 20:10:10,C6,1999.0,2
P6,2015-02-27 20:10:10,C2,1859.0,2
P6,2015-02-27 20:10:10,C1,1869.15,2
P6,2015-02-27 20:10:10,C3,1859.0,2
P6,2015-02-27 20:11:15,C2,1883.0,2
P6,2015-02-27 20:11:15,C6,1994.9,2
P6,2015-02-27 20:11:15,C3,1703.41,2
P6,2015-02-27 20:11:15,C1,1882.86,2
P6,2015-02-27 20:11:15,C6,1994.9,1
P6,2015-02-27 20:11:15,C2,1883.0,1
P6,2015-02-27 20:11:15,C3,1703.41,1
P6,2015-02-27 20:11:15,C1,1882.86,1
P6,2015-02-27 20:10:10,C6,1999.0,1
P6,2015-02-27 20:10:10,C2,1859.0,1
P6,2015-02-27 20:10:10,C4,2199.0,1
P6,2015-02-27 20:10:10,C1,1979.1,1
P6,2015-02-27 20:10:10,C3,1859.0,1
P6,2015-02-08 08:11:33,C2,1887.96,2
P6,2015-02-08 08:11:33,C6,1999.9,2
P6,2015-02-08 08:11:33,C4,2199.0,2
P6,2015-02-08 08:11:33,C3,1887.96,2
P6,2015-02-08 08:11:33,C1,1887.96,2
P6,2015-02-07 08:10:22,C6,1999.0,1
P6,2015-02-07 08:10:22,C3,1859.0,1
P6,2015-02-07 08:10:22,C1,1887.0,1
P6,2015-02-07 08:10:22,C2,2199.0,1
P6,2015-02-11 20:10:05,C3,1859.0,1
P6,2015-02-11 20:10:05,C1,1884.99,1
P6,2015-02-11 20:10:22,C2,1885.0,1
P6,2015-02-11 20:10:22,C6,1998.0,1
P6,2015-02-11 20:10:22,C4,2199.0,1
P6,2015-02-11 20:10:22,C3,1885.0,1
P6,2015-02-11 20:10:22,C1,1885.0,1
P6,2015-02-11 20:10:05,C6,1999.0,1
P6,2015-02-11 20:10:05,C2,2199.0,1
P6,2015-02-11 20:10:05,C6,1999.0,2
P6,2015-02-11 20:10:05,C2,1869.15,2
P6,2015-02-11 20:10:05,C1,1884.99,2
P6,2015-02-11 20:10:05,C3,1859.0,2
P6,2015-02-11 20:10:22,C2,1885.0,2
P6,2015-02-11 20:10:22,C6,1998.0,2
P6,2015-02-11 20:10:22,C4,2199.0,2
P6,2015-02-11 20:10:22,C3,1885.0,2
P6,2015-02-11 20:10:22,C1,1885.0,2
P6,2015-02-11 08:11:28,C2,1885.0,2
P6,2015-02-11 08:11:28,C6,1998.0,2
P6,2015-02-11 08:11:28,C4,2199.0,2
P6,2015-02-11 08:11:28,C3,1885.0,2
P6,2015-02-11 08:11:28,C1,1885.0,2
P6,2015-03-19 20:10:15,C1,1798.88,1
P6,2015-03-19 08:10:22,C4,1599.0,1
P6,2015-03-19 08:10:22,C2,1859.0,1
P6,2015-03-19 08:10:22,C1,1899.0,1
P6,2015-03-19 20:10:15,C2,1798.9,1
P6,2015-03-19 20:10:15,C6,1989.0,1
P6,2015-03-19 20:10:15,C3,1798.88,1
P6,2015-03-19 20:10:15,C2,1798.9,2
P6,2015-03-19 20:10:15,C1,1798.88,2
P6,2015-03-19 20:10:15,C6,1989.0,2
P6,2015-03-19 20:10:15,C3,1798.88,2
P6,2015-03-19 20:10:06,C4,1599.0,1
P6,2015-03-19 20:10:06,C2,1859.0,1
P6,2015-03-19 20:10:06,C1,1857.95,1
P6,2015-03-19 20:10:06,C6,2379.87,1
P6,2015-03-19 20:10:06,C3,1859.0,1
P6,2015-03-19 20:10:06,C6,2379.87,2
P6,2015-03-19 20:10:06,C3,1859.0,2
P6,2015-03-19 20:10:06,C4,1599.0,2
P6,2015-03-19 20:10:06,C2,1859.0,2
P6,2015-03-19 20:10:06,C1,1857.95,2
P6,2015-03-19 08:10:22,C3,1859.0,1
P6,2015-03-19 08:10:22,C6,2379.87,1
P6,2015-01-31 08:11:55,C2,1894.99,2
